GEO_TTL,SECTOR,NAICS2017,NAICS2017_TTL,YEAR,FIRM,ESTAB,RCPTOT,PAYANN,PAYQTR1,EMP,RCPTOT_IMP,PAYANN_IMP,EMP_IMP,AVG SALARY(PAYANN/EMP)
Pennsylvania,52,524291,Claims adjusting,2017,159,189,273054,82278,19570,1379,0,0,0,59.66
Pennsylvania,52,524292,Third party administration of insurance and pension funds,2017,158,206,17503874,852859,226195,14248,0,0,0,59.86
Pennsylvania,52,524298,All other insurance related activities,2017,125,133,254350,77661,17715,1056,0,0,0,73.54
Rhode Island,52,522110,Commercial banking,2017,25,307,0,721418,223441,9061,0,0,0,79.62
Rhode Island,52,522120,Savings institutions,2017,16,60,0,66189,17893,941,0,0,0,70.34
Rhode Island,52,522130,Credit unions,2017,21,68,247897,45450,12039,904,0,0,0,50.28
Rhode Island,52,522292,Real estate credit,2017,31,44,174782,75861,19353,987,0,0,0,76.86
Rhode Island,52,522310,Mortgage and nonmortgage loan brokers,2017,19,19,15640,8242,1651,104,0,0,0,79.25
Rhode Island,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,20,22,67313,23051,5978,301,0,0,0,76.58
Rhode Island,52,522390,Other activities related to credit intermediation,2017,14,37,14880,4597,1176,147,0,0,0,31.27
Rhode Island,52,523120,Securities brokerage,2017,34,73,540489,215152,56263,1687,0,0,0,127.54
Rhode Island,52,523910,Miscellaneous intermediation,2017,20,20,45744,12441,4416,83,0,0,0,149.89
Rhode Island,52,523920,Portfolio management,2017,102,139,360859,148945,47632,926,0,0,0,160.85
Rhode Island,52,523930,Investment advice,2017,48,56,26892,9342,2587,119,0,0,0,78.5
Rhode Island,52,524113,Direct life insurance carriers,2017,20,47,0,148744,55040,1013,0,0,0,146.84
Rhode Island,52,524114,Direct health and medical insurance carriers,2017,12,23,0,154278,43994,1813,0,0,0,85.1
Rhode Island,52,524126,Direct property and casualty insurance carriers,2017,29,50,0,407314,138481,3745,0,0,0,108.76
Rhode Island,52,524127,Direct title insurance carriers,2017,3,6,0,6472,1618,136,0,0,0,47.59
Rhode Island,52,524291,Claims adjusting,2017,18,19,6322,3444,748,51,0,0,0,67.53
South Carolina,52,522110,Commercial banking,2017,90,1449,0,1347868,375502,21899,0,0,0,61.55
South Carolina,52,522120,Savings institutions,2017,13,26,0,15425,3632,283,0,0,0,54.51
South Carolina,52,522130,Credit unions,2017,74,323,795659,222199,59417,4585,0,0,0,48.46
South Carolina,52,522220,Sales financing,2017,58,69,1138592,94979,23933,1429,0,0,0,66.47
South Carolina,52,522291,Consumer lending,2017,121,819,840245,150854,40335,3424,0,0,0,44.06
South Carolina,52,522292,Real estate credit,2017,96,262,682001,183214,46147,1961,0,0,0,93.43
South Carolina,52,522310,Mortgage and nonmortgage loan brokers,2017,71,73,57199,21945,5126,314,0,0,0,69.89
South Carolina,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,40,42,61556,11195,2899,189,0,0,0,59.23
South Carolina,52,522390,Other activities related to credit intermediation,2017,61,331,109709,22521,5998,731,0,0,0,30.81
South Carolina,52,523120,Securities brokerage,2017,101,322,616192,433110,118568,3747,0,0,0,115.59
South Carolina,52,523910,Miscellaneous intermediation,2017,55,55,25240,7966,2044,147,0,0,0,54.19
South Carolina,52,523920,Portfolio management,2017,252,590,421697,178839,46227,1659,0,0,0,107.8
South Carolina,52,523930,Investment advice,2017,177,191,114126,41150,10025,570,0,0,0,72.19
South Carolina,52,523991,"Trust, fiduciary, and custody activities",2017,18,22,41146,9393,2075,115,0,0,0,81.68
South Carolina,52,523999,Miscellaneous financial investment activities,2017,12,12,6479,992,224,21,0,0,0,47.24
South Carolina,52,524113,Direct life insurance carriers,2017,39,107,0,309539,99919,3848,0,0,0,80.44
South Carolina,52,524114,Direct health and medical insurance carriers,2017,31,73,0,737277,255034,11538,0,0,0,63.9
South Carolina,52,524126,Direct property and casualty insurance carriers,2017,64,119,0,182680,52236,3035,0,0,0,60.19
South Carolina,52,524210,Insurance agencies and brokerages,2017,1801,1920,1346092,456384,109375,8483,0,0,0,53.8
South Carolina,52,524291,Claims adjusting,2017,46,58,26623,9689,2365,151,0,0,0,64.17
South Carolina,52,524292,Third party administration of insurance and pension funds,2017,41,47,587259,241708,60744,3670,0,0,0,65.86
South Carolina,52,524298,All other insurance related activities,2017,49,50,31550,10482,2514,185,0,0,0,56.66
South Dakota,52,522110,Commercial banking,2017,84,438,0,559601,155132,9738,0,0,0,57.47
South Dakota,52,522210,Credit card issuing,2017,4,11,1128330,115292,37578,2497,0,0,0,46.17
South Dakota,52,522220,Sales financing,2017,14,14,24257,4512,944,45,0,0,0,100.27
South Dakota,52,522291,Consumer lending,2017,14,36,166455,28030,7873,435,0,0,0,64.44
South Dakota,52,522292,Real estate credit,2017,15,27,420731,64700,17443,1236,0,0,0,52.35
South Dakota,52,522310,Mortgage and nonmortgage loan brokers,2017,3,3,2277,2431,170,16,0,0,0,151.94
South Dakota,52,523120,Securities brokerage,2017,49,78,111062,48472,15282,346,0,0,0,140.09
South Dakota,52,523910,Miscellaneous intermediation,2017,14,14,5579,4916,357,48,0,0,0,102.42
South Dakota,52,523920,Portfolio management,2017,72,146,142361,49446,11845,478,0,0,0,103.44
South Dakota,52,523930,Investment advice,2017,44,44,22888,5692,1176,110,0,0,0,51.75
South Dakota,52,523991,"Trust, fiduciary, and custody activities",2017,31,31,116339,15966,3636,157,0,0,0,101.69
South Dakota,52,524127,Direct title insurance carriers,2017,4,5,0,878,214,19,0,0,0,46.21
South Dakota,52,524210,Insurance agencies and brokerages,2017,667,730,389369,134440,32079,2801,0,0,0,48.0
Tennessee,52,521110,Monetary authorities - central bank,2017,2,2,0,5363,1280,88,0,0,0,60.94
Tennessee,52,522110,Commercial banking,2017,211,2334,0,1954523,578530,28964,0,0,0,67.48
Tennessee,52,522120,Savings institutions,2017,11,60,0,36471,7898,834,0,0,0,43.73
Tennessee,52,522130,Credit unions,2017,148,477,1055821,273536,72341,5770,0,0,0,47.41
Tennessee,52,522220,Sales financing,2017,61,81,2773302,247670,67285,2502,0,0,0,98.99
Tennessee,52,522291,Consumer lending,2017,131,827,785594,152520,40302,3605,0,0,0,42.31
Tennessee,52,522292,Real estate credit,2017,134,346,1779158,478852,121498,5923,0,0,0,80.85
Tennessee,52,522310,Mortgage and nonmortgage loan brokers,2017,55,63,101145,35442,9202,353,0,0,0,100.4
Tennessee,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,49,80,1065679,227191,68271,3409,0,0,0,66.64
Tennessee,52,522390,Other activities related to credit intermediation,2017,162,722,774235,135179,33006,3694,0,0,0,36.59
Tennessee,52,523110,Investment banking and securities dealing,2017,40,53,219137,88008,25343,390,0,0,0,225.66
Tennessee,52,523120,Securities brokerage,2017,123,353,1292591,674377,185450,4390,0,0,0,153.62
Tennessee,52,523130,Commodity contracts dealing,2017,9,9,2289,900,246,25,0,0,0,36.0
Tennessee,52,523140,Commodity contracts brokerage,2017,11,11,63446,9379,2441,82,0,0,0,114.38
Tennessee,52,523920,Portfolio management,2017,351,680,1175538,526259,116405,4810,0,0,0,109.41
Tennessee,52,523930,Investment advice,2017,243,253,320955,138458,34503,1332,0,0,0,103.95
Tennessee,52,523991,"Trust, fiduciary, and custody activities",2017,33,34,55360,31597,9030,290,0,0,0,108.96
Tennessee,52,524113,Direct life insurance carriers,2017,49,167,0,524152,183976,6596,0,0,0,79.47
Tennessee,52,524114,Direct health and medical insurance carriers,2017,22,153,0,1091567,322142,14980,0,0,0,72.87
Tennessee,52,524210,Insurance agencies and brokerages,2017,2300,2514,2345979,853109,205848,14018,0,0,0,60.86
Tennessee,52,524291,Claims adjusting,2017,54,75,110140,46592,10264,733,0,0,0,63.56
Tennessee,52,524292,Third party administration of insurance and pension funds,2017,74,109,4334113,437771,107218,6315,0,0,0,69.32
Tennessee,52,524298,All other insurance related activities,2017,40,41,117548,28984,7787,411,0,0,0,70.52
Texas,52,521110,Monetary authorities - central bank,2017,3,6,4455000,147090,33551,1504,0,0,0,97.8
Texas,52,522110,Commercial banking,2017,541,6900,0,8856977,2675632,128091,0,0,0,69.15
Texas,52,522120,Savings institutions,2017,39,143,0,487507,148850,5719,0,0,0,85.24
Texas,52,522130,Credit unions,2017,451,1505,4977477,1198314,297915,23754,0,0,0,50.45
Texas,52,522210,Credit card issuing,2017,11,61,6055970,227215,64263,3780,0,0,0,60.11
Texas,52,522220,Sales financing,2017,244,358,31881687,1528076,458431,18408,0,0,0,83.01
Texas,52,522291,Consumer lending,2017,449,2491,3090322,532318,138614,11520,0,0,0,46.21
Texas,52,522292,Real estate credit,2017,424,1451,10366874,3033763,824785,31566,0,0,0,96.11
Texas,52,522293,International trade financing,2017,17,17,19291,1845,468,51,0,0,0,36.18
Texas,52,522310,Mortgage and nonmortgage loan brokers,2017,319,346,748686,380385,97384,4052,0,0,0,93.88
Texas,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,220,293,6418064,1340471,371501,22149,0,0,0,60.52
Texas,52,522390,Other activities related to credit intermediation,2017,344,1876,3037779,512235,144464,12435,0,0,0,41.19
Texas,52,523110,Investment banking and securities dealing,2017,217,311,3596092,1290813,521012,5245,0,0,0,246.1
Texas,52,523120,Securities brokerage,2017,435,1448,6742484,2530012,802048,16166,0,0,0,156.5
Texas,52,523130,Commodity contracts dealing,2017,83,108,533500,109114,49493,916,0,0,0,119.12
Texas,52,523140,Commodity contracts brokerage,2017,66,75,216407,78004,20451,702,0,0,0,111.12
Texas,52,523910,Miscellaneous intermediation,2017,1261,1270,4448224,795572,196710,6243,0,0,0,127.43
Texas,52,523920,Portfolio management,2017,1851,3566,11405940,4144406,1274682,23191,0,0,0,178.71
Texas,52,523930,Investment advice,2017,1263,1373,3391435,1066926,293455,11679,0,0,0,91.35
Texas,52,523991,"Trust, fiduciary, and custody activities",2017,176,184,511198,180229,47798,1979,0,0,0,91.07
Texas,52,523999,Miscellaneous financial investment activities,2017,166,170,554212,141910,34832,1840,0,0,0,77.12
Texas,52,524113,Direct life insurance carriers,2017,95,537,0,2196693,734658,25658,0,0,0,85.61
Texas,52,524114,Direct health and medical insurance carriers,2017,74,370,0,2193114,618641,31489,0,0,0,69.65
Texas,52,524126,Direct property and casualty insurance carriers,2017,237,852,0,4652285,1494758,53489,0,0,0,86.98
Texas,52,524127,Direct title insurance carriers,2017,65,458,0,629885,164515,8203,0,0,0,76.79
Texas,52,524128,"Other direct insurance (except life, health, and medical) carriers",2017,28,32,0,52425,11449,708,0,0,0,74.05
Texas,52,524130,Reinsurance carriers,2017,16,25,0,29949,10307,258,0,0,0,116.08
Texas,52,524210,Insurance agencies and brokerages,2017,10343,11512,11850241,3924259,1033683,64319,0,0,0,61.01
Texas,52,524292,Third party administration of insurance and pension funds,2017,218,329,4898207,943671,245243,15613,0,0,0,60.44
Utah,52,521110,Monetary authorities - central bank,2017,1,1,0,6353,1591,70,0,0,0,90.76
Utah,52,522110,Commercial banking,2017,57,618,0,841046,237140,11061,0,0,0,76.04
Utah,52,522220,Sales financing,2017,63,71,2604051,213144,54666,3185,0,0,0,66.92
Utah,52,522291,Consumer lending,2017,65,136,760886,112506,31718,2433,0,0,0,46.24
Utah,52,522292,Real estate credit,2017,92,284,1378330,524369,128056,5817,0,0,0,90.14
Utah,52,522310,Mortgage and nonmortgage loan brokers,2017,174,183,97039,37128,7823,609,0,0,0,60.97
Utah,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,82,92,692227,252725,66107,4926,0,0,0,51.3
Utah,52,522390,Other activities related to credit intermediation,2017,58,138,519347,123707,40432,2483,0,0,0,49.82
Utah,52,523910,Miscellaneous intermediation,2017,116,116,164399,61496,14280,782,0,0,0,78.64
Utah,52,523920,Portfolio management,2017,315,409,821870,290854,61108,2601,0,0,0,111.82
Utah,52,523930,Investment advice,2017,257,262,107414,40655,9484,759,0,0,0,53.56
Utah,52,523991,"Trust, fiduciary, and custody activities",2017,18,18,16785,5617,1399,125,0,0,0,44.94
Utah,52,523999,Miscellaneous financial investment activities,2017,26,26,30942,7454,1678,122,0,0,0,61.1
Utah,52,524113,Direct life insurance carriers,2017,46,86,0,116174,32424,1419,0,0,0,81.87
Utah,52,524114,Direct health and medical insurance carriers,2017,28,49,0,202794,54751,3157,0,0,0,64.24
Utah,52,524126,Direct property and casualty insurance carriers,2017,48,88,0,77146,23142,989,0,0,0,78.0
Utah,52,524127,Direct title insurance carriers,2017,29,78,0,38304,9303,538,0,0,0,71.2
Utah,52,524210,Insurance agencies and brokerages,2017,1591,1672,1201390,421386,101364,7851,0,0,0,53.67
Utah,52,524291,Claims adjusting,2017,31,33,29929,14227,3586,324,0,0,0,43.91
Utah,52,524292,Third party administration of insurance and pension funds,2017,50,54,535121,169985,45978,2633,0,0,0,64.56
Utah,52,524298,All other insurance related activities,2017,52,53,105280,32666,7744,625,0,0,0,52.27
Vermont,52,522110,Commercial banking,2017,19,211,0,97943,25995,1859,0,0,0,52.69
Vermont,52,522120,Savings institutions,2017,9,52,0,32764,9050,609,0,0,0,53.8
Vermont,52,522130,Credit unions,2017,20,70,208201,58128,15107,1071,0,0,0,54.27
Vermont,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,8,8,10300,3215,822,38,0,0,0,84.61
Vermont,52,523120,Securities brokerage,2017,21,35,62160,30954,7821,181,0,0,0,171.02
Vermont,52,523920,Portfolio management,2017,55,117,217606,75883,16865,502,0,0,0,151.16
Vermont,52,523930,Investment advice,2017,32,32,12856,4580,1140,70,0,0,0,65.43
Vermont,52,524113,Direct life insurance carriers,2017,16,26,0,117469,39290,950,0,0,0,123.65
Vermont,52,524114,Direct health and medical insurance carriers,2017,10,18,0,38565,10177,492,0,0,0,78.38
Vermont,52,524210,Insurance agencies and brokerages,2017,205,251,200120,87468,21906,1413,0,0,0,61.9
Virginia,52,521110,Monetary authorities - central bank,2017,2,5,7217000,222658,49248,1882,0,0,0,118.31
Virginia,52,522110,Commercial banking,2017,147,2799,0,2441056,730530,36652,0,0,0,66.6
Virginia,52,522120,Savings institutions,2017,14,30,0,32751,11360,313,0,0,0,104.64
Virginia,52,522130,Credit unions,2017,150,638,5074798,965480,317873,14439,0,0,0,66.87
Virginia,52,522220,Sales financing,2017,67,81,518814,68995,20801,1102,0,0,0,62.61
Virginia,52,522291,Consumer lending,2017,57,230,1544577,125995,50887,1805,0,0,0,69.8
Virginia,52,522292,Real estate credit,2017,151,492,2466244,928621,231216,9413,0,0,0,98.65
Virginia,52,522310,Mortgage and nonmortgage loan brokers,2017,134,140,139685,51997,12380,718,0,0,0,72.42
Virginia,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,63,65,1042767,247874,73817,2351,0,0,0,105.43
Virginia,52,522390,Other activities related to credit intermediation,2017,77,346,162454,44270,11253,1294,0,0,0,34.21
Virginia,52,523110,Investment banking and securities dealing,2017,65,84,507468,224857,51874,984,0,0,0,228.51
Virginia,52,523120,Securities brokerage,2017,166,567,1810483,813330,245091,5420,0,0,0,150.06
Virginia,52,523920,Portfolio management,2017,601,948,4599968,1049098,302408,6195,0,0,0,169.35
Virginia,52,523930,Investment advice,2017,371,406,385261,162784,43451,1625,0,0,0,100.17
Virginia,52,523991,"Trust, fiduciary, and custody activities",2017,24,24,58197,23194,7644,352,0,0,0,65.89
Virginia,52,524113,Direct life insurance carriers,2017,54,189,0,422794,140931,4541,0,0,0,93.11
Virginia,52,524114,Direct health and medical insurance carriers,2017,29,120,0,1060445,303272,12589,0,0,0,84.24
Virginia,52,524126,Direct property and casualty insurance carriers,2017,101,241,0,1205716,392284,17071,0,0,0,70.63
Virginia,52,524210,Insurance agencies and brokerages,2017,2833,3054,2601539,930385,224633,15426,0,0,0,60.31
Virginia,52,524292,Third party administration of insurance and pension funds,2017,70,85,645191,168640,42076,2553,0,0,0,66.06
Washington,52,521110,Monetary authorities - central bank,2017,1,1,0,8527,1955,89,0,0,0,95.81
Washington,52,522110,Commercial banking,2017,96,1896,0,1523578,463854,21130,0,0,0,72.1
Washington,52,522120,Savings institutions,2017,19,119,0,117957,29368,1661,0,0,0,71.02
Washington,52,522130,Credit unions,2017,102,567,2475315,613780,164174,9886,0,0,0,62.09
Washington,52,522210,Credit card issuing,2017,8,11,1202392,66344,21218,2749,0,0,0,24.13
Washington,52,522220,Sales financing,2017,59,72,556419,67282,22773,778,0,0,0,86.48
Washington,52,522291,Consumer lending,2017,30,77,268086,45043,14062,565,0,0,0,79.72
Washington,52,522292,Real estate credit,2017,143,577,2018033,719808,171650,6592,0,0,0,109.19
Washington,52,522293,International trade financing,2017,3,3,742,325,73,8,0,0,0,40.62
Washington,52,522310,Mortgage and nonmortgage loan brokers,2017,138,176,150526,76852,16221,872,0,0,0,88.13
Washington,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,67,91,670301,140259,35230,1614,0,0,0,86.9
Washington,52,522390,Other activities related to credit intermediation,2017,59,125,532469,99975,29295,1465,0,0,0,68.24
Washington,52,523110,Investment banking and securities dealing,2017,48,53,95560,31139,13831,229,0,0,0,135.98
Washington,52,523120,Securities brokerage,2017,154,543,1545061,569876,160284,3028,0,0,0,188.2
Washington,52,523130,Commodity contracts dealing,2017,6,10,6581,1269,299,25,0,0,0,50.76
Washington,52,523140,Commodity contracts brokerage,2017,3,3,450,203,52,4,0,0,0,50.75
Washington,52,523920,Portfolio management,2017,616,1209,2655186,1028421,261817,7246,0,0,0,141.93
Washington,52,523930,Investment advice,2017,413,436,310890,104353,24544,1064,0,0,0,98.08
Washington,52,523991,"Trust, fiduciary, and custody activities",2017,62,66,55911,21728,6016,353,0,0,0,61.55
Washington,52,524113,Direct life insurance carriers,2017,42,204,0,379142,121418,3779,0,0,0,100.33
Washington,52,524114,Direct health and medical insurance carriers,2017,33,90,0,691104,216115,8260,0,0,0,83.67
Washington,52,524126,Direct property and casualty insurance carriers,2017,61,203,0,930366,301179,10749,0,0,0,86.55
Washington,52,524127,Direct title insurance carriers,2017,12,134,0,161161,37551,2074,0,0,0,77.71
Washington,52,524210,Insurance agencies and brokerages,2017,2563,2751,2374011,948256,235382,13863,0,0,0,68.4
Washington,52,524291,Claims adjusting,2017,65,86,71972,28522,6202,433,0,0,0,65.87
Washington,52,524292,Third party administration of insurance and pension funds,2017,78,100,680799,196110,47650,2900,0,0,0,67.62
Washington,52,524298,All other insurance related activities,2017,50,59,79901,23813,5837,385,0,0,0,61.85
West Virginia,52,522110,Commercial banking,2017,82,678,0,358449,96191,7782,0,0,0,46.06
West Virginia,52,522120,Savings institutions,2017,4,12,0,7153,1785,196,0,0,0,36.49
West Virginia,52,522130,Credit unions,2017,88,144,137176,40784,10160,1095,0,0,0,37.25
West Virginia,52,522220,Sales financing,2017,8,9,12188,1668,391,30,0,0,0,55.6
West Virginia,52,522291,Consumer lending,2017,10,50,86045,12144,2920,235,0,0,0,51.68
West Virginia,52,522292,Real estate credit,2017,23,53,43137,15383,3230,225,0,0,0,68.37
West Virginia,52,522298,All other nondepository credit intermediation,2017,65,77,59318,12139,3356,394,0,0,0,30.81
West Virginia,52,522310,Mortgage and nonmortgage loan brokers,2017,6,6,11195,510,132,13,0,0,0,39.23
West Virginia,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,9,9,31071,4383,910,57,0,0,0,76.89
West Virginia,52,522390,Other activities related to credit intermediation,2017,5,5,1433,2022,485,36,0,0,0,56.17
West Virginia,52,523120,Securities brokerage,2017,30,52,77842,34967,8896,263,0,0,0,132.95
West Virginia,52,523920,Portfolio management,2017,41,104,94982,43455,11349,369,0,0,0,117.76
West Virginia,52,523930,Investment advice,2017,35,36,28974,11486,2720,169,0,0,0,67.96
West Virginia,52,523991,"Trust, fiduciary, and custody activities",2017,4,4,1910,494,138,19,0,0,0,26.0
West Virginia,52,524113,Direct life insurance carriers,2017,19,39,0,14516,4601,287,0,0,0,50.58
West Virginia,52,524114,Direct health and medical insurance carriers,2017,14,31,0,64177,16339,1075,0,0,0,59.7
West Virginia,52,524210,Insurance agencies and brokerages,2017,630,673,353005,129966,29724,2637,0,0,0,49.29
Wisconsin,52,522110,Commercial banking,2017,223,1863,0,1822340,533945,29542,0,0,0,61.69
Wisconsin,52,522120,Savings institutions,2017,27,253,0,151696,42233,2896,0,0,0,52.38
Wisconsin,52,522130,Credit unions,2017,135,563,1728845,418394,114253,8831,0,0,0,47.38
Wisconsin,52,522220,Sales financing,2017,38,43,993415,75673,20921,1007,0,0,0,75.15
Wisconsin,52,522291,Consumer lending,2017,38,253,625527,126909,38707,2249,0,0,0,56.43
Wisconsin,52,522292,Real estate credit,2017,62,162,487265,244219,48805,2419,0,0,0,100.96
Wisconsin,52,522310,Mortgage and nonmortgage loan brokers,2017,37,39,27888,14922,3322,246,0,0,0,60.66
Wisconsin,52,522320,"Financial transactions processing, reserve, and clearinghouse activities",2017,40,56,186856,33459,9034,493,0,0,0,67.87
Wisconsin,52,522390,Other activities related to credit intermediation,2017,43,212,230756,57295,15267,1476,0,0,0,38.82
Wisconsin,52,523110,Investment banking and securities dealing,2017,37,50,127640,66753,20879,348,0,0,0,191.82
Wisconsin,52,523120,Securities brokerage,2017,204,470,2192100,734478,302082,4824,0,0,0,152.25
Wisconsin,52,523130,Commodity contracts dealing,2017,4,5,5514,1282,295,10,0,0,0,128.2
Wisconsin,52,523140,Commodity contracts brokerage,2017,12,12,7719,3564,727,36,0,0,0,99.0
Wisconsin,52,523910,Miscellaneous intermediation,2017,52,52,55809,10905,3445,155,0,0,0,70.35
Wisconsin,52,523920,Portfolio management,2017,427,918,1840356,676252,200744,4291,0,0,0,157.6
Wisconsin,52,523930,Investment advice,2017,311,337,292814,99769,27629,1740,0,0,0,57.34
Wisconsin,52,523991,"Trust, fiduciary, and custody activities",2017,26,35,101773,35827,9930,499,0,0,0,71.8
Wisconsin,52,523999,Miscellaneous financial investment activities,2017,11,11,24146,4436,1220,114,0,0,0,38.91
Wisconsin,52,524113,Direct life insurance carriers,2017,46,150,0,2343162,697834,24545,0,0,0,95.46
Wisconsin,52,524114,Direct health and medical insurance carriers,2017,36,117,0,1203067,342757,19039,0,0,0,63.19
Wisconsin,52,524126,Direct property and casualty insurance carriers,2017,136,262,0,1641494,533248,20142,0,0,0,81.5
Wisconsin,52,524127,Direct title insurance carriers,2017,17,42,0,19276,4600,395,0,0,0,48.8
Wisconsin,52,524210,Insurance agencies and brokerages,2017,2547,2762,2415387,732685,180747,12438,0,0,0,58.91
Wisconsin,52,524291,Claims adjusting,2017,42,52,23127,7365,1435,134,0,0,0,54.96
Wisconsin,52,524292,Third party administration of insurance and pension funds,2017,82,99,2103987,384546,102409,7015,0,0,0,54.82
Wisconsin,52,524298,All other insurance related activities,2017,31,32,59077,15793,3683,278,0,0,0,56.81
Wyoming,52,522110,Commercial banking,2017,47,210,0,162045,43086,2780,0,0,0,58.29
Wyoming,52,522220,Sales financing,2017,6,6,1266,306,81,13,0,0,0,23.54
Wyoming,52,522291,Consumer lending,2017,8,13,11691,1835,467,49,0,0,0,37.45
Wyoming,52,522292,Real estate credit,2017,11,17,54143,21043,5445,178,0,0,0,118.22
Wyoming,52,522310,Mortgage and nonmortgage loan brokers,2017,7,7,3206,969,170,18,0,0,0,53.83
Wyoming,52,523910,Miscellaneous intermediation,2017,29,29,11552,2233,422,34,0,0,0,65.68
Wyoming,52,523920,Portfolio management,2017,63,115,80169,33175,6978,301,0,0,0,110.22
Wyoming,52,523930,Investment advice,2017,37,37,13912,3404,638,43,0,0,0,79.16
Wyoming,52,523991,"Trust, fiduciary, and custody activities",2017,17,17,13228,4125,858,39,0,0,0,105.77
Wyoming,52,523999,Miscellaneous financial investment activities,2017,4,4,999,434,111,9,0,0,0,48.22
Wyoming,52,524113,Direct life insurance carriers,2017,6,8,0,4719,1118,73,0,0,0,64.64
Wyoming,52,524114,Direct health and medical insurance carriers,2017,11,23,0,18943,4444,311,0,0,0,60.91
Wyoming,52,524126,Direct property and casualty insurance carriers,2017,11,19,0,28775,7189,576,0,0,0,49.96
Wyoming,52,524210,Insurance agencies and brokerages,2017,286,338,118476,46137,10832,1048,0,0,0,44.02
Wyoming,52,524291,Claims adjusting,2017,12,13,1507,501,66,8,0,0,0,62.62
